﻿id,Tweet,Dialect
580,"""مايصير نفرح معك الين تقولين وش ذي الوظيفه""",Saudi
581,"""ابشر""",Saudi
582,"""يا بخت الحرس فيك ماشاء الله ليتك بجامعتنا واللي ماعرف يرد وش يسوي شكرا بس محد قالك ماتجي الحرس""",Saudi
583,"""اجل انا لما ادخل ولدي الروضه وش بشوفهم""",Saudi
584,"""حياهنور حبيت الفلوق حق سلمان حقيقي عشقت نور بعده""",Saudi
585,"""وش افضل شي شفتوه عربي في نتفلكس او اجنبي كوميدي او بزنس او سياسي مايكون اكشن""",Saudi
586,"""وش دراني توي ما درست""",Saudi
587,"""وش دخلك""",Saudi
588,"""بمووت وش دخل""",Saudi
589,"""وش حيله الي بكي من الغيره""",Saudi
590,"""الزووجه الي تبي تعرف وش اكثر شي يوولع فحلهاا تجي خااص سكسكتابي معصيتيراحتي""",Saudi
591,"""افا وش سويت""",Saudi
592,"""انا ماحد كرمني الا الدخيل للعود وحتي هديتي اهديتها للناس ولا انتظر تكريم احد وماانتظر الا محبه الناس ودعواتهم الطيب""",Saudi
593,"""اعوذ بالله من المحبه اللي تجي بعد مال""",Saudi
594,"""ه تري تونا متابعين بعض ماعرف وش حدوده""",Saudi
595,"""طيب لو كان انخفاض في مجال واحد وش يطلع""",Saudi
596,"""لما يجي قوطي كذاب مثلك يصمم جدول خرطي غير رسمي ويغير نتايجه ويغير نقاطه ويزور تصميمه ويجي واحد ضفدع مثلك يصد""",Saudi
597,"""اختي حنان المتزوجه الي ماقد سولفت معها بالسناب صارت من البيست فريند بالسناب وش هالحساب الفارغ""",Saudi
598,"""انتي وش دخلك بالتغريده لاعنبو هاللقافه""",Saudi
599,"""وش سالفتها ذي""",Saudi
600,"""الشخصيه اللي كنت خايفه انو يصير لها شي وعرفت وش بيصير لها للحين ماصار لها شي صريح في الانمي لكن انصدمت من شخصيه ثانيه ماتت ماتوقعت تموت""",Saudi
601,"""منجد ه""",Saudi
602,"""انا ايش اللي صحاني الحين""",Saudi
603,"""مهاالصيعري الي يبي المقطع فولو""",Saudi
604,"""حنيت له والقلب بالبعد مجبور وش حيلتي لا اشتقت له مالقيته""",Saudi
605,"""الله ايش الروايه الخرا""",Saudi
606,"""لي حبيب لو درا وش كثر احبه ما تركني بين خلق الله حزينه""",Saudi
607,"""بسم الله وش ناويه عليه""",Saudi
608,"""حبيبتي لو الدورات متوقفه عليهم قلنا من اجل المسمي لكن الدعوه كبيره معظم الي يطلعون نفس المسمي""",Saudi
609,"""وش ذا النادي""",Saudi
610,"""بكرهدوام و اذا بكره دوام خلاص كفايه حلطمه مصيركم بتداومون بكره ولا بعده ملينا""",Saudi
611,"""طيب اذا كبرت زوجته الاولي وتقدمت بالسن هو يبي يجرب من زوجه ثانيه يمكن الله يرزقه اتوقع في هذي الحاله معذور""",Saudi
612,"""ياخي مو ناشرتها وش ابي بها بس بشوف اشبع فضولي""",Saudi
613,"""مهاالصعيري مع اني مدري وش السالفه ولكن ي اخوان اعرضوا عن الناس الواحد بلشان بنفسه ليش ياخذ ذنوب غيره""",Saudi
614,"""م ابيك حبيب لان الحبايب يرحلون ابيك نبض يعيش فيني لين اموت""",Saudi
615,"""ريال وعصير و فشار و تطورنا وصارت ريال وعلقت لين تخرجت من المدرسه""",Saudi
616,"""افا يا نجم سهيل""",Saudi
617,"""حب لو اشيب ما يشيب ساكن بالروح لين تروح روحي""",Saudi
618,"""ادري وصالك حلم ماعاد موجود وادري غيابك صار كل الحقيقه""",Saudi
619,"""تغار لا اشوف العرب يا ملاذي ابشر بعزك تم وافتح كفوفك اخذ عيوني معك هاذي وهاذي ماني بحاجتها سوي يوم اشوفك""",Saudi
620,"""بدايه الدوام اخيرا اعرف ايش اليوم من غير ما اطالع علي الجوال""",Saudi
621,"""وش ما شفنا شي""",Saudi
622,"""ما همه الشعر دامه مو علي شانه وش فايده خلا راح مايرجع""",Saudi
623,"""مبادلالرياض انا مبادل حنان اسمر متين ع ط ساكن في السويدي جاد ابي علاقه ابي احد قريب مني ابي نحيف ناعم جاد اب""",Saudi
624,"""ايش وين مين متي ليه""",Saudi
625,"""مدري غلا ولا حزن مسهرك""",Saudi
626,"""ه الدليل ع كذبك انشد اي شخص من الهياضل الفهيدات بن جا""",Saudi
627,"""جالس تفلسف بكلام منمق مصفوف ولا تدري وش انت تكتب يالطقعان تهوجس وتكتب هواجيسك يالرمه ماعندك الا الهواجي""",Saudi
628,"""هذي لين الحين اذا شفتها عدلتها""",Saudi
629,"""وش دخل البيت الحين هذي انا سميها اهانه لان كثير ستغلوا المواطنه السعوديه وبعض الم""",Saudi
630,"""منجد عيب""",Saudi
631,"""ي بنات ترا يقعدون فتره طويله و هم يقبلون البنات يعني لا تحاتون انا طالبه فيها جا اسبوع الثالث من الدر""",Saudi
632,"""بموت وش دخل""",Saudi
633,"""وش انسب حاجب لهالعين مقوسه حاده كثيفه نحيفه""",Saudi
634,"""اللي يبي اكب بفمه يجي خاص ي ليت سالب نحيف سالبالمدينه مبادلالمدينه موجبالمدينه""",Saudi
635,"""وش فيها اذا نزل تسذا""",Saudi
636,"""وش السالفه""",Saudi
637,"""يحتاجله دبس رمان و ليمون و خل و ملح و اغطس فيه""",Saudi
638,"""ولله زيك مافهمت لين ماشفت منشنك""",Saudi
639,"""ابشر م عليك""",Saudi
640,"""لحول وش هالسوالف الي ماهو وقتها ابد""",Saudi
641,"""اذا فيهم خير خل يتقدمون صوب عدن وهذي تنتظرهم""",Saudi
642,"""تكفون وش ذا مافيه احد اسولف معه كلكم نايمين بتداومون يعني ولا وش""",Saudi
643,"""ننوب عن ابن عمنا ولا يهون ابشر بالرتويت""",Saudi
644,"""وش السالفه احد يشرح لنا""",Saudi
645,"""عظه ايش قومك صله هاتكلمهجنوبيهوترجمها""",Saudi
646,"""ايش وين مين متي ليه بموت وش دخل""",Saudi
647,"""يالبي احلي من يقعد ويعشعش فيه والله""",Saudi
648,"""يا هلا""",Saudi
649,"""ايه واذا سمعوا وش يصير""",Saudi
650,"""خروف انباع ب ريال ايش الي فيه حتي وصل هذه القيمه حرام ايش هذا هياط""",Saudi
651,"""لا تشغل نفسك بما يقول الناس فيك مدحا او ذما ولكن اعط اهتمامك لسلامه قلبك وعملك استعدادا ليوم لاينفع مال ولا بنون""",Saudi
652,"""السلام عليكم وش وضع الانترنت من امس طافي عندي وكل ما اكلمكم بالمحادثه تقولون تحديث تواصل معنا بعد ساعات""",Saudi
653,"""والله لو اني ايش""",Saudi
654,"""اجل حنا وش نقول اذا انتي منهم ولا فهمتي""",Saudi
655,"""ايجابيات برانكو شغله اللي سواه قبل ما يجي الاهلي و اللي اختاره النادي عشانه زي اي مدرب او لاعب يجي لفريق""",Saudi
656,"""مهاالصعيري وش عندها بعد كل يومين وهي ترند""",Saudi
657,"""الحمدلله لان اخر واحد مره ما عجبني وكويس افتكيت منه سريع سريع""",Saudi
658,"""ابغي خزامي""",Saudi
659,"""ايش في فعليات للعاطلين""",Saudi
660,"""وش الطعس المتفهم ذا""",Saudi
661,"""لين الفجر اشتاق لك""",Saudi
662,"""باللهي كل تبن تعرف كيف تدعم نادي النصر مو تفتح تويتر وتسوي فيها انا الفاهم احسن من الاداره""",Saudi
663,"""اسدحك ع بطنك واركبك وافرش زبي بين شفرات كسك ومكوتكك ترجج ادخل راس زبي وانلذذ باهاتكك وانتي منبطحه تحتي وابدا احرك""",Saudi
664,"""تدري وش اكثر شي حصلي واحبه شوف انعكاس مرايتك وانت تدري""",Saudi
665,"""الخذلان""",Saudi
666,"""سجيت مع نفسي وقبل اتنبه قدام عيني مرت ايام عمري حزني وفرحي والعدي والاحبه وما فقت الا وابتسامه في ثغري رغم اللي ش""",Saudi
667,"""دوريبخاريراجعتاني الظلم التحكيمي هذا لاقالوله وش عيوبك يقول مافيني عيوب انا كامل ياعمي اسكت ما نسينا دوري ك""",Saudi
668,"""الحين هاذي كل يومين طالع هشتاق باسمها وش مسويه ليكون اخترعت شي مهاالصعيري""",Saudi
669,"""حنيت له والقلب بالبعد مجبور وش حيلتي لا اشتقت له مالقيته""",Saudi
670,"""قاعد اتخيل اني دافع مبلغ وقدره عشان اشوف وش لبست واذا لبست زين يعني الحفله اوكي""",Saudi
671,"""مشتاق له وش حيلتي لله ي اني فاقده""",Saudi
672,"""لما يجي قوطي كذاب مثلك يصمم جدول خرطي غير رسمي ويغير نتايجه ويغير نقاطه ويزور تصميمه ويجي واحد غبي مثلك""",Saudi
673,"""سهر الليل مبني علي مبدا تجيني في خيالي لين اصدق في لقاك الشوف وتغيب لين احس ان الاماكن مالها ذمه لياليسبتمبر""",Saudi
674,"""افا""",Saudi
675,"""حاجتين تكففين الي فيني مرض او شيء طبيعي اتابع وكذا واذا مو طبيعي وش الحل كيف ممكن اتخلص من المشكله والله صدق""",Saudi
676,"""ياعمري كيف يكلم طفل كذا المفروض يغير الموضوع بسرعه مايسالل بعد مشتاق له وش هالاساله الي نفس وجهه يقهر""",Saudi
677,"""وش قصدك يعني حنا بنقاليه مانفهم الفصحي""",Saudi
678,"""هلا""",Saudi
679,"""اللييحبكوشتقوله كل تفاصيلك لها بعيوني مكان وش تبي اكثر من عيوني تشيلك""",Saudi
680,"""سالبالرياض انا مبادل حنان اسمر متين ع ط ساكن في السويدي جاد ابي علاقه ابي احد قريب مني ابي نحيف ناعم جاد ابي""",Saudi
